manuf,model,retail,volt,no batteries,bat Ahr,bat lb,motor type,sound rating,hi cfm,lo cfm,hi mph,lo mph,weight,price,source
Ryobi,RY40470,Home Depot,40.0,1.0,4.0,3.0,0.0,59.0,550.0,550.0,125.0,125.0,9.7,149.0,https://www.homedepot.com/p/RYOBI-40V-Brushless-125-MPH-550-CFM-Cordless-Battery-Whisper-Series-Jet-Fan-Blower-with-4-0-Ah-Battery-and-Charger-RY40470/311417033?source=shoppingads&locale=en-US&pla&mtc=SHOPPING-RM-RMP-GGL-D28I-028_037_OUTDR_PW_ACC-BI-RYOBI_2574-NA-PMAX-NA-NA-MK680142200-NA-NBR-2574-CON-NA-FY23_Always_On&cm_mmc=SHOPPING-RM-RMP-GGL-D28I-028_037_OUTDR_PW_ACC-BI-RYOBI_2574-NA-PMAX-NA-NA-MK680142200-NA-NBR-2574-CON-NA-FY23_Always_On-71700000113756914--&gclid=CjwKCAjwo9unBhBTEiwAipC11w7MAQ_EvDrzgNwTHd1XgiZ5xzHNC5eeTxbc_qg-t1NBojS_jBw6sxoCYwIQAvD_BwE&gclsrc=aw.ds
Ryobi,RY40480,Home Depot,40.0,1.0,4.0,3.0,0.5,68.0,525.0,525.0,110.0,110.0,9.4,169.0,https://www.homedepot.com/p/RYOBI-40V-110-MPH-525-CFM-Cordless-Battery-Variable-Speed-Jet-Fan-Leaf-Blower-with-4-0-Ah-Battery-and-Charger-RY40480/313378858?source=shoppingads&locale=en-US&pla&mtc=SHOPPING-RM-RMP-GGL-D28I-028_037_OUTDR_PW_ACC-BI-RYOBI_2574-NA-PMAX-NA-NA-MK680142200-NA-NBR-2574-CON-NA-FY23_Always_On&cm_mmc=SHOPPING-RM-RMP-GGL-D28I-028_037_OUTDR_PW_ACC-BI-RYOBI_2574-NA-PMAX-NA-NA-MK680142200-NA-NBR-2574-CON-NA-FY23_Always_On-71700000113756914--&gclid=CjwKCAjwo9unBhBTEiwAipC117E4ytqO-aGfyog7uA1dTIWatnQNP5jB6q1V-QEFR_P3QaXka-PeyBoCTOkQAvD_BwE&gclsrc=aw.ds
Skil,BL4713C-11,Lowes,40.0,1.0,2.5,2.2,0.0,64.0,530.0,530.0,120.0,120.0,10.5,119.0,https://www.lowes.com/pd/SKIL/5013787835v
Snapper,SXDBL82K,Lowes,82.0,0.0,2.0,3.4,0.0,96.0,500.0,275.0,125.0,68.0,8.5,149.0,https://www.lowes.com/pd/Snapper-Snapper-XD-82V-Max-Cordless-550-CFM-Leaf-Blower-Tool/5001931841
Stihl,BGA 100,Ace Hardware,36.0,0.0,2.6,1.8,0.0,56.0,494.0,447.0,167.0,128.0,7.3,409.99,https://www.acehardware.com/departments/lawn-and-garden/outdoor-power-equipment/leaf-blowers/7000357?x429=true&utm_source=google&utm_medium=organic-shopping&utm_campaign=organic-shopping&irclickid=xN7T8O3a3xyNTdlXfUU-bRguUkFyviy8expG1U0&irgwc=1&utm_medium=Affiliate&utm_source=Impact&utm_campaign=1258399&utm_term=611504
Stihl,BGA 57,Ace Hardware,36.0,1.0,4.0,2.6,0.0,64.0,365.0,365.0,123.0,123.0,7.7,199.99,https://www.acehardware.com/departments/lawn-and-garden/outdoor-power-equipment/leaf-blowers/7006615?x429=true&utm_source=google&utm_medium=organic-shopping&utm_campaign=organic-shopping&irclickid=xN7T8O3a3xyNTdlXfUU-bRguUkFyM0WsexpG1U0&irgwc=1&utm_medium=Affiliate&utm_source=Impact&utm_campaign=1258399&utm_term=611504
Stihl,BGA 57,Stihl,36.0,0.0,4.0,2.6,0.0,64.0,365.0,365.0,123.0,123.0,7.7,159.99,https://www.stihlusa.com/products/blowers-and-shredder-vacs/battery-blowers/bga57/
Stihl,SHA 56,Ace Hardware,36.0,1.0,5.2,2.9,0.0,62.0,300.0,300.0,125.0,125.0,10.0,259.99,https://www.acehardware.com/departments/lawn-and-garden/outdoor-power-equipment/leaf-blowers/7020921?x429=true&utm_source=google&utm_medium=organic-shopping&utm_campaign=organic-shopping&irclickid=xN7T8O3a3xyNTdlXfUU-bRguUkFyvhXQexpG1U0&irgwc=1&utm_medium=Affiliate&utm_source=Impact&utm_campaign=1258399&utm_term=611504
Toro,51821,Home Depot,60.0,1.0,2.0,1.5,0.0,63.0,565.0,565.0,110.0,110.0,10.0,189.0,Toro 60-Volt Max Lithium-Ion Brushless Cordless 110 MPH 565 CFM Leaf Blower - 2.0 Ah Battery and Charger Included 51821 - The Home Depot
Toro,51821,Toro,60.0,1.0,2.0,1.5,0.0,63.0,565.0,565.0,110.0,110.0,10.0,169.99,Electric Brushless Leaf Blower | 60V MAX* | 51821 | Toro
Toro,51822,Home Depot,60.0,1.0,2.0,3.31,0.0,63.0,605.0,605.0,157.0,157.0,12.8,299.0,Toro 157 MPH 605 CFM 60-Volt Max Lithium-Ion Cordless Brushless Leaf Blower 4.0 Ah Battery and Charger Included 51822 - The Home Depot
Toro,51822,Home Depot,60.0,1.0,4.0,2.3,0.0,63.0,605.0,605.0,157.0,157.0,12.8,299.0,https://www.homedepot.com/p/Toro-157-MPH-605-CFM-60-Volt-Max-Lithium-Ion-Cordless-Brushless-Leaf-Blower-4-0-Ah-Battery-and-Charger-Included-51822/319726743
Toro,51822,Toro,60.0,1.0,2.0,3.31,0.0,63.0,605.0,605.0,157.0,157.0,12.8,299.99,Electric Battery Brushless Leaf Blower 51822 | 60V MAX* | Yard Tools | Toro
Toro,66100,Home Depot,60.0,0.0,2.0,3.31,0.0,107.0,730.0,730.0,160.0,160.0,17.75,449.99,Toro Flex-Force 160 MPH 730 CFM 60V Max Lithium-Ion Cordless Revolution Backpack Leaf Blower - Battery/Charger Not Included 66100 - The Home Depot
Toro,66100,Toro,60.0,0.0,2.0,3.31,0.0,107.0,730.0,730.0,160.0,160.0,17.75,399.99,Revolution Backpack Leaf Blower | 60V MAX* Electric Battery | 66100 | Toro
Worx,WG543,Worx,20.0,1.0,4.0,1.3,0.0,62.0,410.0,190.0,130.0,95.0,3.8,169.0,https://www.worx.com/20v-leafjet-cordless-leaf-blower-wg543.html
Worx,WG545.1,Home Depot,20.0,1.0,2.0,0.5,1.0,61.0,80.0,80.0,120.0,120.0,3.5,119.0,https://www.homedepot.com/p/Worx-POWER-SHARE-20-Volt-120-MPH-80-CFM-Cordless-Battery-Leaf-Blower-Sweeper-2Ah-Battery-Charger-Accessories-Included-WG545-1/204700898?irgwc=1&cm_mmc=afl-ir-1258399-459920-&clickid=VIh26UwrjxyPTOUxFO0M41mVUkFyvCUEexpG1U0
Worx,WG547,Worx,20.0,1.0,2.0,0.5,1.0,78.0,360.0,270.0,75.0,55.0,4.0,119.99,https://www.worx.com/20v-turbine-cordless-blower-wg547.html
Worx,WG547.1,Worx,20.0,2.0,2.0,0.5,1.0,78.0,360.0,270.0,75.0,55.0,4.0,169.99,https://www.worx.com/20v-turbine-2-speed-cordless-leaf-blower-wg547-1.html
Worx,WG547.9,Lowes,20.0,0.0,2.0,0.5,1.0,78.0,360.0,270.0,75.0,55.0,4.0,89.98,https://www.lowes.com/pd/WORX-POWER-SHARE-20-Volt-75-MPH-360-CFM-Cordless-Handheld-Turbine-2-Speed-Blower-Tool-Only/5000297739?user=shopping&srsltid=AfmBOorTo4stAfktQEWAQ0K8-MTSZH-tFf8Vz8RUu2M5Ft-6moquo97nf94&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e
Worx,WG572,Worx,80.0,4.0,5.0,2.4,0.0,83.0,800.0,800.0,150.0,150.0,23.6,699.0,https://www.worx.com/nitro-80v-backpack-leaf-blower-wg572.html
Worx,WG583,Worx,20.0,2.0,4.0,2.8,0.0,70.0,350.0,200.0,185.0,116.0,8.4,279.99,https://www.worx.com/40v-cordless-blower-vac-mulcher-wg583.html?utm_source=affiliate&utm_campaign=JFG&utm_medium=8835144&cjevent=dd4a17e449cb11ee809d012d0a1cb826&cjdata=MXxOfDB8WXww
Worx,WG583.9,Worx,20.0,0.0,4.0,2.8,0.0,70.0,350.0,200.0,185.0,116.0,8.4,219.0,https://www.worx.com/40v-cordless-blower-vac-mulcher-tool-only-1.html
Worx,WG584,Ace Hardware,20.0,2.0,2.5,1.8,0.0,62.0,470.0,300.0,95.0,60.0,7.3,219.99,https://www.acehardware.com/departments/lawn-and-garden/outdoor-power-equipment/leaf-blowers/7006558?x429=true&utm_source=google&utm_medium=organic-shopping&utm_campaign=organic-shopping&irclickid=xN7T8O3a3xyNTdlXfUU-bRguUkFyvH20expG1U0&irgwc=1&utm_medium=Affiliate&utm_source=Impact&utm_campaign=1258399&utm_term=611504
Worx,WG584,Worx,40.0,2.0,4.0,1.3,0.0,63.0,470.0,300.0,95.0,60.0,7.3,245.0,https://www.worx.com/20v-leafjet-cordless-leaf-blower-wg543.html
